id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NA_choSartG00000058580	6	4.4641e-09	2.7538e-07	5.3e-05	19	6	-2.4144	1.0	1.0	1.0	17962	0	0
PSMB4_choSartG00000052213	6	5.3909e-09	2.7538e-07	5.3e-05	20	6	-2.5632	1.0	1.0	1.0	17961	0	0
CgPICR_014398_choSartG00000052228	6	6.0187e-09	2.7538e-07	5.3e-05	21	6	-1.9814	1.0	1.0	1.0	17960	0	0
ATP1B3_choSartG00000023891	6	6.1907e-09	2.7538e-07	5.3e-05	22	6	-2.3324	1.0	1.0	1.0	17959	0	0
POLR2I_choSartG00000065863	6	6.2543e-09	2.7538e-07	5.3e-05	23	6	-2.1845	1.0	1.0	1.0	17958	0	0
PSMD12_choSartG00000041402	6	6.8945e-09	2.7538e-07	5.3e-05	24	6	-1.7206	1.0	1.0	1.0	17957	0	0
NA_choSartG00000048793	6	7.257e-09	2.7538e-07	5.3e-05	25	6	-2.1352	1.0	1.0	1.0	17955	0	0
NA_choSartG00000036731	6	9.8639e-09	2.7538e-07	5.3e-05	26	6	-2.3079	1.0	1.0	1.0	17643	0	0
CCT5_choSartG00000006486	6	1.1775e-08	2.7538e-07	5.3e-05	27	6	-1.922	1.0	1.0	1.0	17954	0	0
RPP21_choSartG00000070531	5	1.1841e-08	2.7538e-07	5.3e-05	28	5	-2.4203	1.0	1.0	1.0	17953	0	0
NA_choSartG00000049865	6	1.2722e-08	2.7538e-07	5.3e-05	29	6	-2.8766	0.99999	0.99999	1.0	17506	0	0
NA_choSartG00000015109	6	1.4001e-08	2.7538e-07	5.3e-05	30	6	-1.6718	1.0	1.0	1.0	17952	0	0
CHTOP_choSartG00000046148	5	1.5029e-08	2.7538e-07	5.3e-05	31	5	-2.4713	1.0	1.0	1.0	17951	0	0
RPL30_choSartG00000047167	6	1.5215e-08	2.7538e-07	5.3e-05	32	6	-2.0824	1.0	1.0	1.0	17950	0	0
ANAPC10_choSartG00000014212	6	1.673e-08	2.7538e-07	5.3e-05	33	6	-2.1775	1.0	1.0	1.0	17949	0	0
SMAD1_choSartG00000065968	6	1.7207e-08	2.7538e-07	5.3e-05	34	6	-1.8503	1.0	1.0	1.0	17948	0	0
CgPICR_009874_choSartG00000016374	6	1.7827e-08	2.7538e-07	5.3e-05	35	6	-2.7083	1.0	1.0	1.0	17890	0	0
CgPICR_009874_choSartG00000016377	6	1.7827e-08	2.7538e-07	5.3e-05	36	6	-2.7083	1.0	1.0	1.0	17889	0	0
CgPICR_014528_choSartG00000051871	6	1.8811e-08	2.7538e-07	5.3e-05	37	6	-2.2118	1.0	1.0	1.0	17805	0	0
CgPICR_003711_choSartG00000039249	6	1.9106e-08	2.7538e-07	5.3e-05	38	6	-1.9936	1.0	1.0	1.0	17946	0	0
NUP205_choSartG00000055078	6	1.9577e-08	2.7538e-07	5.3e-05	39	6	-1.8073	1.0	1.0	1.0	17945	0	0
PSMD11_choSartG00000040113	6	1.9597e-08	2.7538e-07	5.3e-05	40	6	-2.1393	1.0	1.0	1.0	17944	0	0
DNAJC9_choSartG00000066150	6	1.9742e-08	2.7538e-07	5.3e-05	41	6	-2.1406	1.0	1.0	1.0	17943	0	0
DPAGT1_choSartG00000022600	6	2.0183e-08	2.7538e-07	5.3e-05	42	6	-1.9513	1.0	1.0	1.0	17942	0	0
EXOSC4_choSartG00000006832	6	2.1067e-08	2.7538e-07	5.3e-05	43	6	-2.1321	1.0	1.0	1.0	17941	0	0
RPL11_choSartG00000001112	6	2.2745e-08	2.7538e-07	5.3e-05	44	6	-2.0408	1.0	1.0	1.0	17940	0	0
RPL18_choSartG00000036422	6	2.4161e-08	2.7538e-07	5.3e-05	45	6	-2.0673	1.0	1.0	1.0	17939	0	0
SRSF7_choSartG00000036625	6	2.4211e-08	2.7538e-07	5.3e-05	46	6	-1.868	1.0	1.0	1.0	17938	0	0
RPL3_choSartG00000007122	6	2.4533e-08	2.7538e-07	5.3e-05	47	6	-2.051	1.0	1.0	1.0	17937	0	0
PSMC4_choSartG00000067289	6	2.6198e-08	2.7538e-07	5.3e-05	48	6	-2.0388	1.0	1.0	1.0	17936	0	0
CLTC_choSartG00000040359	6	2.6383e-08	2.7538e-07	5.3e-05	49	6	-1.8879	1.0	1.0	1.0	17935	0	0
CgPICR_011333_choSartG00000043503	6	2.7433e-08	2.7538e-07	5.3e-05	50	6	-1.8934	1.0	1.0	1.0	17934	0	0
CgPICR_022880_choSartG00000067626	6	2.8348e-08	2.7538e-07	5.3e-05	51	6	-2.2702	1.0	1.0	1.0	17933	0	0
EFTUD2_choSartG00000041121	6	3.2677e-08	2.7538e-07	5.3e-05	52	6	-1.9887	1.0	1.0	1.0	17932	0	0
NDUFA1_choSartG00000048340	6	3.3027e-08	2.7538e-07	5.3e-05	53	6	-1.9858	1.0	1.0	1.0	17931	0	0
SNW1_choSartG00000028837	6	3.5191e-08	2.7538e-07	5.3e-05	54	6	-2.0665	1.0	1.0	1.0	17930	0	0
HMGB1_choSartG00000064735	6	3.5495e-08	2.7538e-07	5.3e-05	55	6	-2.0829	1.0	1.0	1.0	17928	0	0
HMGB1_choSartG00000066310	6	3.5495e-08	2.7538e-07	5.3e-05	56	6	-2.0829	1.0	1.0	1.0	17927	0	0
HMGB1_choSartG00000064730	6	3.5495e-08	2.7538e-07	5.3e-05	57	6	-2.0829	1.0	1.0	1.0	17929	0	0
TOP3A_choSartG00000038972	6	3.5904e-08	2.7538e-07	5.3e-05	58	6	-2.0642	1.0	1.0	1.0	17926	0	0
PPAN_choSartG00000072132	6	3.6895e-08	2.7538e-07	5.3e-05	59	5	-2.3184	0.99833	0.99829	1.0	16255	0	0
MYBBP1A_choSartG00000039519	6	3.826e-08	2.7538e-07	5.3e-05	60	6	-1.8182	1.0	1.0	1.0	17925	0	0
RALGDS_choSartG00000014461	6	3.8405e-08	2.7538e-07	5.3e-05	61	6	-2.0322	1.0	1.0	1.0	17924	0	0
CgPICR_009653_choSartG00000011260	6	3.8586e-08	2.7538e-07	5.3e-05	62	6	-2.0915	1.0	1.0	1.0	17923	0	0
PSMB1_choSartG00000005439	6	3.9282e-08	2.7538e-07	5.3e-05	63	6	-1.9883	1.0	1.0	1.0	17922	0	0
YARS2_choSartG00000019576	6	3.9922e-08	2.7538e-07	5.3e-05	64	6	-2.1204	0.99999	0.99999	1.0	17455	0	0
VCP_choSartG00000071177	6	4.0026e-08	2.7538e-07	5.3e-05	65	6	-2.1168	1.0	1.0	1.0	17921	0	0
PLK1_choSartG00000011983	6	4.3842e-08	2.7538e-07	5.3e-05	66	6	-2.1325	1.0	1.0	1.0	17920	0	0
RNF216_choSartG00000046078	6	4.4167e-08	2.7538e-07	5.3e-05	67	6	-2.6369	1.0	1.0	1.0	17919	0	0
CgPICR_018294_choSartG00000043588	6	4.433e-08	2.7538e-07	5.3e-05	68	6	-2.3029	1.0	1.0	1.0	17918	0	0
ATP6V0C_choSartG00000037888	6	4.7178e-08	2.7538e-07	5.3e-05	69	6	-2.3072	1.0	1.0	1.0	17917	0	0
SS18L2_choSartG00000024801	6	4.9279e-08	2.7538e-07	5.3e-05	70	6	-2.4452	1.0	1.0	1.0	17916	0	0
CDK12_choSartG00000040915	6	4.9558e-08	2.7538e-07	5.3e-05	71	6	-2.0261	1.0	1.0	1.0	17818	0	0
CgPICR_011490_choSartG00000005249	6	5.2718e-08	2.7538e-07	5.3e-05	72	6	-1.8728	1.0	1.0	1.0	17915	0	0
PSMD6_choSartG00000061723	6	5.3144e-08	2.7538e-07	5.3e-05	73	6	-2.2543	1.0	1.0	1.0	17914	0	0
SREBF2_choSartG00000007231	6	5.3812e-08	2.7538e-07	5.3e-05	74	6	-1.9943	1.0	1.0	1.0	17913	0	0
TUBG2_choSartG00000039745	6	5.5279e-08	2.7538e-07	5.3e-05	75	6	-2.1192	1.0	1.0	1.0	17757	0	0
DCAF13_choSartG00000046935	6	5.7612e-08	2.7538e-07	5.3e-05	76	6	-1.6094	1.0	1.0	1.0	17912	0	0
YARS_choSartG00000001600	6	5.8429e-08	2.7538e-07	5.3e-05	77	6	-1.7929	1.0	1.0	1.0	17911	0	0
EEF1A1_choSartG00000019372	6	6.0462e-08	2.7538e-07	5.3e-05	78	6	-2.0928	1.0	1.0	1.0	17910	0	0
FAU_choSartG00000010827	5	6.0506e-08	2.7538e-07	5.3e-05	79	5	-2.3927	1.0	1.0	1.0	17909	0	0
CCT3_choSartG00000052551	6	6.0939e-08	2.7538e-07	5.3e-05	80	6	-1.9004	1.0	1.0	1.0	17908	0	0
RPL37A-PS1_choSartG00000008619	6	6.4871e-08	2.7538e-07	5.3e-05	81	6	-1.6056	1.0	1.0	1.0	17907	0	0
MTG2_choSartG00000030981	6	6.5096e-08	2.7538e-07	5.3e-05	82	6	-1.5022	1.0	1.0	1.0	17906	0	0
CAD_choSartG00000036874	6	6.5773e-08	2.7538e-07	5.3e-05	83	6	-1.8673	1.0	1.0	1.0	17905	0	0
MRPL4_choSartG00000072148	6	6.703e-08	2.7538e-07	5.3e-05	84	6	-1.9566	1.0	1.0	1.0	17904	0	0
CgPICR_000061_choSartG00000070062	6	6.9427e-08	2.7538e-07	5.3e-05	85	6	-1.6762	1.0	1.0	1.0	17903	0	0
RABGGTB_choSartG00000068663	6	7.1468e-08	2.7538e-07	5.3e-05	86	6	-2.1262	1.0	1.0	1.0	17902	0	0
BIRC5_choSartG00000041898	6	7.2323e-08	2.7538e-07	5.3e-05	87	6	-2.1415	1.0	1.0	1.0	17901	0	0
PRAMEF12_choSartG00000061409	6	7.3062e-08	2.7538e-07	5.3e-05	88	6	-1.9725	1.0	1.0	1.0	17900	0	0
ATP5B_choSartG00000053829	6	7.4497e-08	2.7538e-07	5.3e-05	89	6	-1.7894	1.0	1.0	1.0	17899	0	0
PUF60_choSartG00000006805	6	7.6084e-08	2.7538e-07	5.3e-05	90	6	-2.2111	1.0	1.0	1.0	17898	0	0
NA_choSartG00000072082	6	7.7997e-08	2.7538e-07	5.3e-05	91	5	-2.5152	0.9998	0.99979	1.0	16863	0	0
RPF2_choSartG00000065528	6	7.9474e-08	2.7538e-07	5.3e-05	92	6	-2.1815	1.0	1.0	1.0	17897	0	0
MRPL43_choSartG00000068214	6	8.1013e-08	5.5076e-07	0.000105	93	6	-2.0335	1.0	1.0	1.0	17896	0	0
SCAP_choSartG00000024418	6	8.292e-08	8.2614e-07	0.000118	94	6	-1.6021	1.0	1.0	1.0	17895	0	0
CgPICR_009350_choSartG00000013261	6	8.585e-08	8.2614e-07	0.000118	95	6	-1.7023	1.0	1.0	1.0	17894	0	0
HMBS_choSartG00000022603	6	8.9378e-08	8.2614e-07	0.000118	96	6	-1.8604	1.0	1.0	1.0	17893	0	0
ZC3HAV1_choSartG00000052951	6	9.1746e-08	8.2614e-07	0.000118	97	6	-1.8681	1.0	1.0	1.0	17892	0	0
RPS8_choSartG00000002198	6	9.2648e-08	8.2614e-07	0.000118	98	6	-1.8038	1.0	1.0	1.0	17891	0	0
PSMD14_choSartG00000034925	6	9.8256e-08	8.2614e-07	0.000118	99	6	-2.003	1.0	1.0	1.0	17720	0	0
ELP3_choSartG00000063214	6	9.9087e-08	8.2614e-07	0.000118	100	6	-1.719	1.0	1.0	1.0	17888	0	0
TNPO3_choSartG00000055282	6	9.9327e-08	8.2614e-07	0.000118	101	6	-1.7137	1.0	1.0	1.0	17887	0	0
CgPICR_021131_choSartG00000050406	6	1.0364e-07	8.2614e-07	0.000118	102	6	-1.7716	1.0	1.0	1.0	17886	0	0
CgPICR_011969_choSartG00000042023	6	1.0514e-07	8.2614e-07	0.000118	103	6	-1.7555	1.0	1.0	1.0	17885	0	0
MTOR_choSartG00000000533	6	1.0564e-07	8.2614e-07	0.000118	104	6	-1.8311	1.0	1.0	1.0	17884	0	0
CgPICR_001425_choSartG00000032930	6	1.0751e-07	8.2614e-07	0.000118	105	6	-1.8406	1.0	1.0	1.0	17883	0	0
DBR1_choSartG00000024012	6	1.0794e-07	8.2614e-07	0.000118	106	6	-2.1396	1.0	1.0	1.0	17882	0	0
KARS_choSartG00000015343	6	1.0888e-07	8.2614e-07	0.000118	107	6	-2.0014	1.0	1.0	1.0	17881	0	0
RPL12_choSartG00000035855	6	1.0929e-07	8.2614e-07	0.000118	108	6	-1.9878	1.0	1.0	1.0	17677	0	0
KANSL1_choSartG00000041272	6	1.1123e-07	8.2614e-07	0.000118	109	6	-1.9592	1.0	1.0	1.0	17880	0	0
IMPDH2_choSartG00000024351	6	1.1158e-07	8.2614e-07	0.000118	110	5	-2.7564	0.99846	0.99842	1.0	16287	0	0
NA_choSartG00000040109	6	1.1443e-07	8.2614e-07	0.000118	111	6	-2.7223	1.0	1.0	1.0	17879	0	0
NA_choSartG00000014876	4	1.1772e-07	2.7538e-07	5.3e-05	112	4	-2.966	1.0	1.0	1.0	17856	0	0
ALAS1_choSartG00000024195	6	1.1817e-07	8.2614e-07	0.000118	113	6	-1.7787	1.0	1.0	1.0	17878	0	0
NA_choSartG00000025282	6	1.1873e-07	8.2614e-07	0.000118	114	6	-1.7929	1.0	1.0	1.0	17877	0	0
HOXB9_choSartG00000069673	6	1.2135e-07	8.2614e-07	0.000118	115	6	-2.4719	1.0	1.0	1.0	17874	0	0
HOXB9_choSartG00000065934	6	1.2135e-07	8.2614e-07	0.000118	116	6	-2.4719	1.0	1.0	1.0	17876	0	0
HOXB9_choSartG00000067540	6	1.2135e-07	8.2614e-07	0.000118	117	6	-2.4719	1.0	1.0	1.0	17875	0	0
HIST2H2AB_choSartG00000022601	6	1.2644e-07	8.2614e-07	0.000118	118	6	-1.7671	1.0	1.0	1.0	17873	0	0
MRPS16_choSartG00000066151	6	1.297e-07	8.2614e-07	0.000118	119	6	-2.1547	1.0	1.0	1.0	17872	0	0
RNPC3_choSartG00000051538	6	1.308e-07	8.2614e-07	0.000118	120	6	-2.087	1.0	1.0	1.0	17871	0	0
PCNA_choSartG00000032846	6	1.3293e-07	8.2614e-07	0.000118	121	6	-1.696	1.0	1.0	1.0	17870	0	0
NGDN_choSartG00000062837	6	1.357e-07	8.2614e-07	0.000118	122	6	-1.4203	1.0	1.0	1.0	17869	0	0
GLRX5_choSartG00000030701	6	1.3601e-07	8.2614e-07	0.000118	123	6	-2.1365	1.0	1.0	1.0	17868	0	0
RPS14_choSartG00000003929	6	1.4148e-07	8.2614e-07	0.000118	124	5	-2.5766	0.98829	0.98829	1.0	15406	0	0
NA_choSartG00000064250	6	1.4718e-07	1.3769e-06	0.000179	125	6	-1.8224	1.0	1.0	1.0	17867	0	0
NA_choSartG00000016463	6	1.478e-07	1.3769e-06	0.000179	126	6	-2.1166	0.99999	0.99999	1.0	17454	0	0
PSMB5_choSartG00000062794	6	1.5385e-07	1.3769e-06	0.000179	127	6	-2.3581	1.0	1.0	1.0	17866	0	0
CDC45_choSartG00000019406	6	1.5616e-07	1.3769e-06	0.000179	128	6	-1.7488	1.0	1.0	1.0	17865	0	0
SPATA5L1_choSartG00000033183	6	1.5675e-07	1.3769e-06	0.000179	129	6	-1.8552	1.0	1.0	1.0	17864	0	0
MRPL20_choSartG00000000046	6	1.591e-07	1.3769e-06	0.000179	130	6	-2.1987	1.0	1.0	1.0	17863	0	0
PPP2R4_choSartG00000035667	6	1.6018e-07	1.3769e-06	0.000179	131	6	-2.2453	0.99998	0.99999	1.0	17383	0	0
CgPICR_013025_choSartG00000028462	6	1.6029e-07	1.3769e-06	0.000179	132	6	-1.73	1.0	1.0	1.0	17862	0	0
COX6C2_choSartG00000047122	6	1.6113e-07	1.3769e-06	0.000179	133	6	-2.2792	1.0	1.0	1.0	17771	0	0
CgPICR_018701_choSartG00000040949	6	1.6425e-07	1.3769e-06	0.000179	134	6	-2.0123	1.0	1.0	1.0	17828	0	0
PCYT2_choSartG00000042138	6	1.6765e-07	1.3769e-06	0.000179	135	6	-2.075	1.0	1.0	1.0	17830	0	0
PSMC1_choSartG00000028678	6	1.6956e-07	1.3769e-06	0.000179	136	6	-1.6158	1.0	1.0	1.0	17861	0	0
CgPICR_022880_choSartG00000056349	6	1.7302e-07	1.9277e-06	0.000195	137	6	-2.1242	1.0	1.0	1.0	17860	0	0
KIF11_choSartG00000067629	6	1.7302e-07	1.9277e-06	0.000195	138	6	-2.1242	1.0	1.0	1.0	17859	0	0
POLR2B_choSartG00000061120	6	1.7346e-07	1.9277e-06	0.000195	139	6	-2.0123	1.0	1.0	1.0	17858	0	0
POLRMT_choSartG00000028297	6	1.7667e-07	1.9277e-06	0.000195	140	6	-1.568	1.0	1.0	1.0	17857	0	0
NOB1_choSartG00000015146	6	1.8203e-07	1.9277e-06	0.000195	141	6	-1.7021	1.0	1.0	1.0	17855	0	0
ABT1_choSartG00000016336	6	1.8243e-07	1.9277e-06	0.000195	142	6	-1.7636	1.0	1.0	1.0	17854	0	0
DNAJC11_choSartG00000000315	6	1.8322e-07	1.9277e-06	0.000195	143	6	-1.5553	1.0	1.0	1.0	17853	0	0
CHTOP_choSartG00000071718	5	1.8538e-07	8.2614e-07	0.000118	144	5	-2.3955	1.0	1.0	1.0	17852	0	0
MSTO1_choSartG00000052504	6	1.9026e-07	1.9277e-06	0.000195	145	6	-1.5948	1.0	1.0	1.0	17851	0	0
CgPICR_001962_choSartG00000018441	6	1.9108e-07	1.9277e-06	0.000195	146	6	-2.1087	1.0	1.0	1.0	17850	0	0
NOL10_choSartG00000037218	6	1.9695e-07	1.9277e-06	0.000195	147	6	-1.6453	1.0	1.0	1.0	17849	0	0
LONP1_choSartG00000027705	6	1.9794e-07	1.9277e-06	0.000195	148	6	-1.6855	1.0	1.0	1.0	17848	0	0
NA_choSartG00000071688	6	2.0051e-07	1.9277e-06	0.000195	149	6	-2.1164	1.0	1.0	1.0	17847	0	0
OGT_choSartG00000049141	6	2.008e-07	1.9277e-06	0.000195	150	6	-1.9555	1.0	1.0	1.0	17846	0	0
CDC42EP2_choSartG00000010838	6	2.0784e-07	1.9277e-06	0.000195	151	6	-1.7888	1.0	1.0	1.0	17571	0	0
TCEB3B_choSartG00000046676	6	2.111e-07	1.9277e-06	0.000195	152	6	-2.5131	1.0	1.0	1.0	17670	0	0
CgPICR_010749_choSartG00000060367	6	2.1321e-07	1.9277e-06	0.000195	153	6	-1.9926	0.99999	1.0	1.0	17551	0	0
LSM3_choSartG00000043899	6	2.1439e-07	1.9277e-06	0.000195	154	6	-1.8994	1.0	1.0	1.0	17845	0	0
ACACB_choSartG00000040255	6	2.1545e-07	1.9277e-06	0.000195	155	6	-1.8163	1.0	1.0	1.0	17844	0	0
ZBTB17_choSartG00000000740	6	2.1698e-07	1.9277e-06	0.000195	156	6	-1.7629	1.0	1.0	1.0	17843	0	0
STRAP_choSartG00000042594	6	2.1991e-07	1.9277e-06	0.000195	157	6	-1.8698	1.0	1.0	1.0	17842	0	0
RPL27_choSartG00000039779	6	2.2857e-07	1.9277e-06	0.000195	158	6	-2.105	1.0	1.0	1.0	17841	0	0
NA_choSartG00000001816	6	2.3522e-07	1.9277e-06	0.000195	159	6	-1.541	1.0	1.0	1.0	17840	0	0
HCFC1_choSartG00000047779	6	2.3951e-07	1.9277e-06	0.000195	160	6	-1.8362	1.0	1.0	1.0	17839	0	0
DHX30_choSartG00000024407	6	2.4051e-07	1.9277e-06	0.000195	161	6	-1.4134	1.0	1.0	1.0	17838	0	0
GNL2_choSartG00000001803	6	2.4455e-07	1.9277e-06	0.000195	162	6	-1.5936	1.0	1.0	1.0	17837	0	0
NA_choSartG00000054804	6	2.4813e-07	1.9277e-06	0.000195	163	6	-2.317	1.0	1.0	1.0	17836	0	0
EMG1_choSartG00000043062	6	2.4847e-07	1.9277e-06	0.000195	164	6	-1.763	1.0	1.0	1.0	17835	0	0
DBX2_choSartG00000068621	6	2.5506e-07	1.9277e-06	0.000195	165	6	-1.5909	1.0	1.0	1.0	17834	0	0
RTCB_choSartG00000054315	6	2.5984e-07	1.9277e-06	0.000195	166	6	-1.5137	1.0	1.0	1.0	17833	0	0
CgPICR_021337_choSartG00000055867	6	2.6055e-07	1.9277e-06	0.000195	167	6	-2.3342	1.0	1.0	1.0	17832	0	0
NA_choSartG00000008992	6	2.6194e-07	1.9277e-06	0.000195	168	6	-2.2679	1.0	1.0	1.0	17570	0	0
DOHH_choSartG00000028505	6	2.6229e-07	1.9277e-06	0.000195	169	6	-2.0075	1.0	1.0	1.0	17736	0	0
TBL3_choSartG00000037947	6	2.6541e-07	1.9277e-06	0.000195	170	6	-1.4869	1.0	1.0	1.0	17831	0	0
MRPS23_choSartG00000040452	6	2.6997e-07	1.9277e-06	0.000195	171	6	-1.6188	1.0	1.0	1.0	17829	0	0
DNM2_choSartG00000072188	6	2.7573e-07	1.9277e-06	0.000195	172	6	-2.0083	1.0	1.0	1.0	17827	0	0
TRIM43B_choSartG00000072264	4	2.7795e-07	8.2614e-07	0.000118	173	4	-2.4054	1.0	1.0	1.0	17826	0	0
MRPL57_choSartG00000062999	6	2.8025e-07	1.9277e-06	0.000195	174	6	-1.6286	1.0	1.0	1.0	17825	0	0
ERAS_choSartG00000067643	6	2.833e-07	1.9277e-06	0.000195	175	6	-1.809	1.0	1.0	1.0	17824	0	0
ECT2_choSartG00000053614	6	2.8387e-07	1.9277e-06	0.000195	176	6	-1.8032	1.0	1.0	1.0	17823	0	0
RPS18_choSartG00000070239	6	2.8948e-07	1.9277e-06	0.000195	177	6	-1.8519	1.0	1.0	1.0	17822	0	0
MRPL41_choSartG00000035268	6	2.9426e-07	2.203e-06	0.000221	178	6	-1.8993	1.0	1.0	1.0	17564	0	0
BCS1L_choSartG00000008692	6	2.9773e-07	2.4784e-06	0.000222	179	6	-2.0372	0.99997	0.99996	1.0	17256	0	0
BUB1B_choSartG00000033421	6	3.038e-07	2.4784e-06	0.000222	180	6	-1.9019	1.0	1.0	1.0	17821	0	0
MYCB_choSartG00000047488	6	3.1053e-07	2.4784e-06	0.000222	181	5	-2.1983	0.77729	0.77737	1.0	11453	0	0
NA_choSartG00000014118	6	3.1439e-07	2.4784e-06	0.000222	182	5	-2.9361	0.072441	0.13538	0.900033	2703	1	0.8904
OPA1_choSartG00000019045	6	3.1451e-07	2.4784e-06	0.000222	183	6	-1.8275	1.0	1.0	1.0	17820	0	0
DHFR_DHFR	6	3.185e-07	2.4784e-06	0.000222	184	6	-1.7616	1.0	1.0	1.0	17819	0	0
SNRPF_choSartG00000054482	6	3.2258e-07	2.4784e-06	0.000222	185	6	-2.2386	1.0	1.0	1.0	17613	0	0
GTPBP3_choSartG00000056682	6	3.3094e-07	2.4784e-06	0.000222	186	6	-1.865	1.0	1.0	1.0	17754	0	0
BUB3_choSartG00000011610	6	3.3136e-07	2.4784e-06	0.000222	187	6	-2.0876	1.0	1.0	1.0	17760	0	0
NARS_choSartG00000012932	6	3.4536e-07	2.4784e-06	0.000222	188	6	-1.5994	1.0	1.0	1.0	17817	0	0
ESPL1_choSartG00000007957	6	3.4626e-07	2.4784e-06	0.000222	189	6	-1.7273	1.0	1.0	1.0	17816	0	0
KIF11_choSartG00000067638	6	3.5472e-07	2.4784e-06	0.000222	190	6	-2.1684	1.0	1.0	1.0	17815	0	0
CHAF1B_choSartG00000017797	6	3.6952e-07	2.4784e-06	0.000222	191	6	-1.3969	1.0	1.0	1.0	17814	0	0
MRPS34_choSartG00000037967	6	3.7047e-07	2.4784e-06	0.000222	192	6	-2.0951	1.0	1.0	1.0	17813	0	0
CIRBP_choSartG00000041806	6	3.7991e-07	2.4784e-06	0.000222	193	6	-1.7168	1.0	1.0	1.0	17812	0	0
PHB2_choSartG00000043059	6	3.8212e-07	2.4784e-06	0.000222	194	6	-2.0666	1.0	1.0	1.0	17811	0	0
GTF2A2_choSartG00000023386	6	3.883e-07	2.4784e-06	0.000222	195	6	-1.7871	1.0	1.0	1.0	17810	0	0
OGFR_choSartG00000067503	6	3.8979e-07	2.4784e-06	0.000222	196	6	-2.0236	1.0	1.0	1.0	17809	0	0
CHERP_choSartG00000056639	6	3.923e-07	2.4784e-06	0.000222	197	6	-1.5864	1.0	1.0	1.0	17808	0	0
RPL19_choSartG00000040903	6	3.9431e-07	2.4784e-06	0.000222	198	6	-2.018	1.0	1.0	1.0	17807	0	0
NHP2_choSartG00000038553	6	3.9836e-07	2.4784e-06	0.000222	199	6	-1.6885	1.0	1.0	1.0	17806	0	0
PSMA6_choSartG00000029664	6	4.2235e-07	3.0292e-06	0.000268	200	6	-1.8129	0.99998	0.99998	1.0	17326	0	0
EIF2B5_choSartG00000019284	6	4.2717e-07	3.0292e-06	0.000268	201	6	-1.6735	1.0	1.0	1.0	17804	0	0
SEPSECS_choSartG00000060699	6	4.367e-07	3.3046e-06	0.000291	202	6	-1.3748	1.0	1.0	1.0	17803	0	0
CgPICR_009559_choSartG00000010998	6	4.378e-07	3.5799e-06	0.000309	203	6	-1.8672	1.0	1.0	1.0	17802	0	0
SBDS_choSartG00000021223	6	4.3796e-07	3.5799e-06	0.000309	204	6	-2.1927	1.0	1.0	1.0	17722	0	0
